Date,Thai 25%_spread_usd,Thai 25%_spread_pct,Thai 25%_spread_ma12,Thai A.1_spread_usd,Thai A.1_spread_pct,Thai A.1_spread_ma12,Vietnamese 5%_spread_usd,Vietnamese 5%_spread_pct,Vietnamese 5%_spread_ma12,Thai 5%_price,Thai 5%_price_ma12,Thai 25%_price,Thai 25%_price_ma12,Thai A.1_price,Thai A.1_price_ma12,Vietnamese 5%_price,Vietnamese 5%_price_ma12
2019-06-01,9.0,2.142857142857143,9.25,25.80000000000001,6.142857142857146,19.966666666666665,61.18000000000001,14.56666666666667,26.528333333333336,420.0,407.3333333333333,411.0,398.0833333333333,394.2,387.36666666666673,358.82,380.80500000000006
2019-07-01,7.0,1.6826923076923077,9.166666666666666,24.30000000000001,5.841346153846157,20.719166666666666,55.839999999999975,13.423076923076918,34.73583333333333,416.0,408.8333333333333,409.0,399.6666666666667,391.7,388.1141666666667,360.16,374.0975
2019-08-01,9.0,2.0930232558139537,8.916666666666666,22.480000000000018,5.22790697674419,21.63416666666667,67.61000000000001,15.723255813953491,40.083333333333336,430.0,410.9166666666667,421.0,402.0,407.52,389.28249999999997,362.39,370.8333333333333
2019-09-01,6.0,1.405152224824356,8.416666666666666,25.29000000000002,5.922716627634665,22.937500000000004,76.14999999999998,17.83372365339578,44.73333333333333,427.0,412.75,421.0,404.3333333333333,401.71,389.8125,350.85,368.0166666666667
2019-10-01,6.0,1.4150943396226416,7.916666666666667,26.95999999999998,6.35849056603773,23.633333333333336,98.20999999999998,23.1627358490566,51.317499999999995,424.0,414.0,418.0,406.0833333333333,397.04,390.3666666666666,325.79,362.68250000000006
2019-11-01,6.0,1.4251781472684086,7.583333333333333,26.24000000000001,6.2327790973871755,23.970833333333335,92.75999999999999,22.033254156769594,58.60833333333333,421.0,415.6666666666667,415.0,408.0833333333333,394.76,391.6958333333334,328.24,357.05833333333334
2019-12-01,9.0,2.083333333333333,7.583333333333333,31.100000000000023,7.19907407407408,24.50666666666667,94.57,21.891203703703702,66.11583333333333,432.0,418.0,423.0,410.4166666666667,400.9,393.4933333333333,337.43,351.8841666666667
2020-01-01,11.0,2.4390243902439024,7.833333333333333,25.0,5.543237250554324,24.702500000000004,102.32,22.687361419068736,73.50166666666667,451.0,421.4166666666667,440.0,413.5833333333333,426.0,396.71416666666664,348.68,347.915
2020-02-01,8.0,1.7777777777777777,7.916666666666667,23.55000000000001,5.233333333333336,24.852500000000006,92.57999999999998,20.57333333333333,77.87916666666666,450.0,424.9166666666667,442.0,417.0,426.45,400.0641666666667,357.42,347.03749999999997
2020-03-01,17.0,3.4412955465587043,8.75,24.360000000000014,4.931174089068828,24.91833333333334,121.42000000000002,24.578947368421055,82.71583333333332,494.0,432.25,477.0,423.5,469.64,407.33166666666665,372.58,349.53416666666664
